datetime,portfolio_value,cash,positions,return
2022-06-01 08:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2022-06-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 10:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 10:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 11:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 11:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 12:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 12:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 13:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 13:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 14:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 14:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 15:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 15:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 16:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 15:59:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-01 16:00:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-02 08:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2022-06-02 10:00:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 10:30:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 11:00:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 11:30:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 12:00:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 12:30:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
2022-06-02 13:00:00-04:00,100000.0,26.55976104736328,"[{'asset': USD, 'quantity': 26.55976104736328}, {'asset': TQQQ, 'quantity': 3132.0}]",0.0
