time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-10-19 09:30:00-04:00,MultiMAC,0d4a9eea11e545c180f69c16e083120e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-19 09:30:00-04:00,MultiMAC,0d4a9eea11e545c180f69c16e083120e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,70.5199966430664,1608.0,0.0
2021-10-20 09:30:00-04:00,MultiMAC,a8bb857ca2bb4a3594f9245d1bbd5895,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-10-20 09:30:00-04:00,MultiMAC,a8bb857ca2bb4a3594f9245d1bbd5895,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,71.74500274658203,1608.0,0.0
2021-10-21 09:30:00-04:00,MultiMAC,6f5946b057fe428c8ef8c494b8ac9f7d,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-21 09:30:00-04:00,MultiMAC,6f5946b057fe428c8ef8c494b8ac9f7d,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,70.72000122070312,1631.0,0.0
2021-10-22 09:30:00-04:00,MultiMAC,f0c264d8626e4ec3bd676074c27dca78,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-10-22 09:30:00-04:00,MultiMAC,f0c264d8626e4ec3bd676074c27dca78,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,71.73500061035156,1631.0,0.0
2021-10-25 09:30:00-04:00,MultiMAC,2165edfa700844adaa1ff75b442f998e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-25 09:30:00-04:00,MultiMAC,2165edfa700844adaa1ff75b442f998e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,71.49500274658203,1637.0,0.0
2021-10-26 09:30:00-04:00,MultiMAC,396b4a12b5ff4353a3b570423424cc70,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-10-26 09:30:00-04:00,MultiMAC,396b4a12b5ff4353a3b570423424cc70,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,74.16000366210938,1637.0,0.0
2021-10-27 09:30:00-04:00,MultiMAC,df89050e702548fc946ac85b04bbd519,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-27 09:30:00-04:00,MultiMAC,df89050e702548fc946ac85b04bbd519,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,73.77999877929688,1645.0,0.0
2021-12-01 09:30:00-05:00,MultiMAC,dd51d9a033ac465c95cbc9953bb0595d,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-01 09:30:00-05:00,MultiMAC,dd51d9a033ac465c95cbc9953bb0595d,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,84.43000030517578,1645.0,0.0
2021-12-02 09:30:00-05:00,MultiMAC,079d3322b7204d169355b70d51306d6a,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-02 09:30:00-05:00,MultiMAC,079d3322b7204d169355b70d51306d6a,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,76.70999908447266,1811.0,0.0
2021-12-03 09:30:00-05:00,MultiMAC,d3d93f255ac94cefa484158aa7536cec,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-03 09:30:00-05:00,MultiMAC,d3d93f255ac94cefa484158aa7536cec,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,80.0,1811.0,0.0
2021-12-06 09:30:00-05:00,MultiMAC,0520ed1370f44f86a797710544d568de,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-06 09:30:00-05:00,MultiMAC,0520ed1370f44f86a797710544d568de,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,75.29499816894531,1924.0,0.0
2021-12-07 09:30:00-05:00,MultiMAC,8e5d8c4ce484483e857771abc264de4a,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-07 09:30:00-05:00,MultiMAC,8e5d8c4ce484483e857771abc264de4a,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,80.88500213623047,1924.0,0.0
2021-12-08 09:30:00-05:00,MultiMAC,591238c817144c08863e7040f6fde1fc,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-08 09:30:00-05:00,MultiMAC,591238c817144c08863e7040f6fde1fc,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,83.94499969482422,1854.0,0.0
2021-12-09 09:30:00-05:00,MultiMAC,fa5ea368fc2a49a6a0b627ca9fbb3cfd,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-09 09:30:00-05:00,MultiMAC,fa5ea368fc2a49a6a0b627ca9fbb3cfd,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,84.07499694824219,1854.0,0.0
2021-12-10 09:30:00-05:00,MultiMAC,1f09d9ca153e4fc59d4308b25401ec16,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-10 09:30:00-05:00,MultiMAC,1f09d9ca153e4fc59d4308b25401ec16,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,82.88500213623047,1880.0,0.0
2021-12-13 09:30:00-05:00,MultiMAC,ce0521088d3b46a89aae6a304f917ae0,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-13 09:30:00-05:00,MultiMAC,ce0521088d3b46a89aae6a304f917ae0,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,83.73500061035156,1880.0,0.0
2021-12-14 09:30:00-05:00,MultiMAC,8949072c2bef4115acab87919ee17096,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-14 09:30:00-05:00,MultiMAC,8949072c2bef4115acab87919ee17096,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,77.05999755859375,2043.0,0.0
2021-12-15 09:30:00-05:00,MultiMAC,e287f00f5ced43d39e3028edf871e147,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-15 09:30:00-05:00,MultiMAC,e287f00f5ced43d39e3028edf871e147,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,77.4800033569336,2043.0,0.0
2021-12-16 09:30:00-05:00,MultiMAC,e1bb96e26bc8495b8f7f7076202960f9,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-16 09:30:00-05:00,MultiMAC,e1bb96e26bc8495b8f7f7076202960f9,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,83.50499725341797,1896.0,0.0
2021-12-17 09:30:00-05:00,MultiMAC,d4eb2a4cf29c49aa991d5426431a0086,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-17 09:30:00-05:00,MultiMAC,d4eb2a4cf29c49aa991d5426431a0086,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,74.41500091552734,1896.0,0.0
2021-12-20 09:30:00-05:00,MultiMAC,b9605a953f764dbf95f779a01046be6e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-20 09:30:00-05:00,MultiMAC,b9605a953f764dbf95f779a01046be6e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,72.51000213623047,1946.0,0.0
2021-12-21 09:30:00-05:00,MultiMAC,1f4cf0291806481295390150ce2a0a94,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-21 09:30:00-05:00,MultiMAC,1f4cf0291806481295390150ce2a0a94,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,75.08000183105469,1946.0,0.0
2021-12-22 09:30:00-05:00,MultiMAC,0430b5d7ca004b9bacb34bc8c7ca396a,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-22 09:30:00-05:00,MultiMAC,0430b5d7ca004b9bacb34bc8c7ca396a,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,77.79000091552734,1878.0,0.0
2021-12-23 09:30:00-05:00,MultiMAC,38ea5307b18349c0ae403f2e9bae118e,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-23 09:30:00-05:00,MultiMAC,38ea5307b18349c0ae403f2e9bae118e,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,81.08499908447266,1878.0,0.0
2021-12-28 09:30:00-05:00,MultiMAC,5d32d56d3abb42d88c9d86f9cb08f4c8,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-28 09:30:00-05:00,MultiMAC,5d32d56d3abb42d88c9d86f9cb08f4c8,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,87.37999725341797,1742.0,0.0
2021-12-29 09:30:00-05:00,MultiMAC,713451110fcf4547b54a24cf3124ab37,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-29 09:30:00-05:00,MultiMAC,713451110fcf4547b54a24cf3124ab37,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,85.65499877929688,1742.0,0.0
2021-12-30 09:30:00-05:00,MultiMAC,30c92fa9ac834d15bde321f13dadb66e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-30 09:30:00-05:00,MultiMAC,30c92fa9ac834d15bde321f13dadb66e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,85.38500213623047,1748.0,0.0
2022-01-07 09:30:00-05:00,MultiMAC,fa7bdfcf4664435296a4684878490c31,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-07 09:30:00-05:00,MultiMAC,fa7bdfcf4664435296a4684878490c31,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,74.44999694824219,1748.0,0.0
2022-01-10 09:30:00-05:00,MultiMAC,ca0749aa2aae436ea739e37de1efb48f,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2022-01-10 09:30:00-05:00,MultiMAC,ca0749aa2aae436ea739e37de1efb48f,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,69.17500305175781,1881.0,0.0
2022-01-11 09:30:00-05:00,MultiMAC,6f1072d284ca40d7a21129708746b57b,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-11 09:30:00-05:00,MultiMAC,6f1072d284ca40d7a21129708746b57b,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,71.71499633789062,1881.0,0.0
2022-08-23 09:30:00-04:00,MultiMAC,62cb4365a06741078fb778275185e072,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2022-08-23 09:30:00-04:00,MultiMAC,62cb4365a06741078fb778275185e072,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,32.43000030517578,4161.0,0.0
2022-08-24 09:30:00-04:00,MultiMAC,34822f8ec9ac4e46ac61c15725327855,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-08-24 09:30:00-04:00,MultiMAC,34822f8ec9ac4e46ac61c15725327855,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,32.29999923706055,4161.0,0.0
2023-02-06 09:30:00-05:00,MultiMAC,e748b9785c29441983705f34ff13f8a3,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-06 09:30:00-05:00,MultiMAC,e748b9785c29441983705f34ff13f8a3,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,24.850000381469727,5409.0,0.0
2023-02-07 09:30:00-05:00,MultiMAC,754227e21098427fb6f700c9328d7b53,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-07 09:30:00-05:00,MultiMAC,754227e21098427fb6f700c9328d7b53,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,24.829999923706055,5409.0,0.0
2023-02-08 09:30:00-05:00,MultiMAC,bbed36fe688f449d99a56e839d8fa5cc,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-08 09:30:00-05:00,MultiMAC,bbed36fe688f449d99a56e839d8fa5cc,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,26.049999237060547,5155.0,0.0
2023-02-09 09:30:00-05:00,MultiMAC,7113c67090c74798892e35fb34979bac,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-09 09:30:00-05:00,MultiMAC,7113c67090c74798892e35fb34979bac,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,26.049999237060547,5155.0,0.0
2023-02-10 09:30:00-05:00,MultiMAC,d11720599fdf4b3098b5e9b909398eb0,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-10 09:30:00-05:00,MultiMAC,d11720599fdf4b3098b5e9b909398eb0,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,23.760000228881836,5652.0,0.0
2023-02-13 09:30:00-05:00,MultiMAC,e501a2e4653a4baeb37b3d1d33cd1484,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-13 09:30:00-05:00,MultiMAC,e501a2e4653a4baeb37b3d1d33cd1484,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,24.139999389648438,5652.0,0.0
2023-02-14 09:30:00-05:00,MultiMAC,3760ea6734b8414fa40524a565ba37ae,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-14 09:30:00-05:00,MultiMAC,3760ea6734b8414fa40524a565ba37ae,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,24.540000915527344,5560.0,0.0
